Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-9-9,República,-23.5436,-46.6434,108177,65,56,14,27,41,9,18,19,NORMAL
2018-9-18,República,-23.5436,-46.6434,107791,68,2,24,36,10,19,31,28,REABASTECER
2018-9-30,República,-23.5436,-46.6434,107396,37,3,9,39,5,24,29,29,REABASTECER
2018-7-27,Higienópolis-Mackenzie,-23.5488,-46.6519,89693,11,20,23,23,22,11,23,12,REABASTECER
2018-8-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90586,49,65,1,26,19,43,18,7,REABASTECER
2018-1-23,Higienópolis-Mackenzie,-23.5488,-46.6519,90866,32,58,38,15,39,15,4,31,REABASTECER
2019-2-16,República,-23.5436,-46.6434,110951,19,32,48,28,3,10,43,43,REABASTECER
2019-4-12,República,-23.5436,-46.6434,108207,67,11,41,37,28,10,29,43,NORMAL
2018-4-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90325,41,39,51,14,37,2,18,24,NORMAL
2019-8-13,República,-23.5436,-46.6434,109146,69,14,55,19,14,31,41,14,NORMAL
2018-1-20,Butantã,-23.5844,-46.7252,64047,57,3,65,30,6,29,14,13,NORMAL
2019-1-22,Butantã,-23.5844,-46.7252,66758,31,14,35,23,29,38,25,28,NORMAL
2019-2-1,Butantã,-23.5844,-46.7252,65996,28,16,43,5,32,12,43,37,REABASTECER
2019-4-26,Pinheiros,-23.5664,-46.703,79536,86,7,21,38,32,43,43,43,NORMAL
2019-8-14,Butantã,-23.5844,-46.7252,67017,86,22,6,26,16,41,2,26,REABASTECER
2019-10-16,Butantã,-23.5844,-46.7252,65618,86,47,48,37,43,8,16,43,NORMAL
2019-3-27,Butantã,-23.5844,-46.7252,65914,30,5,58,43,9,22,5,21,NORMAL
2019-4-19,Butantã,-23.5844,-46.7252,67728,78,13,48,24,7,7,43,23,NORMAL
2018-3-13,Butantã,-23.5844,-46.7252,67048,64,28,25,9,25,40,3,8,REABASTECER
2018-5-27,Butantã,-23.5844,-46.7252,67603,45,15,5,39,19,43,19,13,NORMAL
2019-9-2,Butantã,-23.5844,-46.7252,67912,86,51,16,23,25,31,17,43,NORMAL
2018-9-6,Butantã,-23.5844,-46.7252,65156,76,25,10,12,14,32,17,5,REABASTECER
2018-5-13,Fradique Coutinho,-23.5661,-46.6841,35931,86,8,52,36,12,11,15,28,REABASTECER
2019-5-23,Fradique Coutinho,-23.5661,-46.6841,35768,69,37,12,38,5,13,5,19,NORMAL
2019-7-15,Fradique Coutinho,-23.5661,-46.6841,33646,86,57,60,20,13,5,16,34,REABASTECER
2018-9-15,Fradique Coutinho,-23.5661,-46.6841,35124,44,56,15,15,41,38,10,4,REABASTECER
2019-9-20,Butantã,-23.5844,-46.7252,65742,78,6,23,24,25,5,35,13,NORMAL
2019-3-4,Fradique Coutinho,-23.5661,-46.6841,33540,78,23,65,8,15,10,27,14,NORMAL
2018-10-12,Luz,-23.5365,-46.6332,126399,59,47,26,3,16,33,13,43,REABASTECER
2019-11-25,Fradique Coutinho,-23.5661,-46.6841,35654,13,65,32,41,26,31,27,17,NORMAL
2019-3-26,Luz,-23.5365,-46.6332,123907,9,14,65,12,21,24,22,9,NORMAL
2019-3-28,Luz,-23.5365,-46.6332,127167,77,7,50,10,17,21,12,43,REABASTECER
2019-4-16,Fradique Coutinho,-23.5661,-46.6841,36158,86,42,59,21,31,36,22,28,NORMAL
2019-6-16,Luz,-23.5365,-46.6332,126147,20,15,65,31,7,19,39,24,NORMAL
2019-8-22,Fradique Coutinho,-23.5661,-46.6841,34296,77,7,10,31,4,12,31,37,NORMAL
2019-10-23,Fradique Coutinho,-23.5661,-46.6841,33448,76,54,65,29,22,8,25,17,NORMAL
2018-1-1,Ana Rosa,-23.5813,-46.6383,64063,86,65,65,43,43,43,43,43,NORMAL
2019-2-18,Luz,-23.5365,-46.6332,125725,43,57,5,32,9,16,39,40,NORMAL
2019-5-27,Luz,-23.5365,-46.6332,125469,32,8,61,37,3,43,33,13,NORMAL
2018-7-25,Ana Rosa,-23.5813,-46.6383,66302,86,65,27,9,43,43,32,11,NORMAL
2018-7-14,Luz,-23.5365,-46.6332,127601,76,25,20,2,29,20,13,37,REABASTECER
2018-12-17,Luz,-23.5365,-46.6332,124857,24,51,36,37,23,4,7,32,REABASTECER
2018-12-22,Luz,-23.5365,-46.6332,124598,58,14,65,27,43,23,27,12,NORMAL
2019-1-13,Luz,-23.5365,-46.6332,127487,26,25,49,8,3,37,36,5,REABASTECER
2019-5-30,Luz,-23.5365,-46.6332,127570,86,57,45,34,37,31,21,43,NORMAL
2019-9-5,Ana Rosa,-23.5813,-46.6383,66691,67,57,8,30,8,43,39,19,REABASTECER
2018-10-22,Ana Rosa,-23.5813,-46.6383,66687,57,8,4,25,32,16,24,4,NORMAL
2019-7-25,Luz,-23.5365,-46.6332,124838,75,45,9,39,24,22,8,26,NORMAL
2019-10-1,Luz,-23.5365,-46.6332,125741,31,27,61,23,5,32,17,3,REABASTECER
2018-3-2,São Joaquim,-23.5618,-46.6389,33012,15,10,19,42,13,14,8,25,NORMAL
2019-10-1,Ana Rosa,-23.5813,-46.6383,64839,73,22,10,33,35,40,21,35,NORMAL
2019-10-16,Ana Rosa,-23.5813,-46.6383,63919,18,8,31,36,22,33,13,13,REABASTECER
2018-10-24,São Joaquim,-23.5618,-46.6389,33773,19,11,34,18,30,24,2,18,REABASTECER
2019-2-9,São Joaquim,-23.5618,-46.6389,33603,28,61,42,38,19,43,26,38,NORMAL
2018-12-1,Ana Rosa,-23.5813,-46.6383,64634,15,53,3,9,38,32,11,23,NORMAL
2018-8-19,São Joaquim,-23.5618,-46.6389,33060,86,9,19,43,4,43,17,13,NORMAL
2018-10-8,São Joaquim,-23.5618,-46.6389,34584,17,34,19,16,6,33,33,38,REABASTECER
2019-8-26,Ana Rosa,-23.5813,-46.6383,67481,54,40,15,7,8,28,32,13,NORMAL
2019-3-5,Ana Rosa,-23.5813,-46.6383,64901,54,13,36,20,33,24,43,40,NORMAL
2019-8-15,São Joaquim,-23.5618,-46.6389,34545,25,46,7,32,3,43,30,43,REABASTECER
2018-11-9,São Joaquim,-23.5618,-46.6389,34586,53,51,60,7,5,15,38,41,NORMAL
2018-1-6,São Judas,-23.6255,-46.6411,14190,46,37,35,26,24,24,20,19,NORMAL
2018-1-23,São Judas,-23.6255,-46.6411,16830,61,9,43,25,40,14,33,33,REABASTECER
2019-11-21,Ana Rosa,-23.5813,-46.6383,64716,43,37,29,10,43,15,21,37,NORMAL
2019-4-7,São Joaquim,-23.5618,-46.6389,33273,53,41,10,36,33,43,38,20,NORMAL
2019-12-24,Ana Rosa,-23.5813,-46.6383,65675,75,31,58,32,31,43,17,34,NORMAL
2018-3-3,São Joaquim,-23.5618,-46.6389,35233,6,4,14,40,7,14,5,23,REABASTECER
2018-9-4,São Joaquim,-23.5618,-46.6389,33626,31,40,45,29,24,6,43,38,NORMAL
2018-9-16,São Joaquim,-23.5618,-46.6389,33904,75,34,34,28,15,26,39,34,NORMAL
2018-9-21,São Joaquim,-23.5618,-46.6389,35278,21,4,65,17,41,15,18,20,REABASTECER
2019-1-15,São Judas,-23.6255,-46.6411,14206,24,13,38,13,5,23,43,43,NORMAL
2019-3-1,São Judas,-23.6255,-46.6411,16734,86,59,65,21,34,43,21,41,NORMAL
2018-12-15,São Joaquim,-23.5618,-46.6389,33289,31,12,20,38,26,38,13,31,NORMAL
2019-2-1,São Joaquim,-23.5618,-46.6389,35901,15,49,37,15,15,25,4,25,REABASTECER
2019-4-8,São Joaquim,-23.5618,-46.6389,34830,40,31,0,35,29,40,32,15,NORMAL
2019-3-17,São Judas,-23.6255,-46.6411,16028,15,13,20,11,9,41,39,23,NORMAL
2019-4-1,São Judas,-23.6255,-46.6411,13927,51,56,38,7,34,3,27,13,NORMAL
2019-5-8,São Judas,-23.6255,-46.6411,15466,54,32,65,17,43,35,9,36,NORMAL
2018-5-15,Vila Mariana,-23.5895,-46.6346,23539,9,25,52,19,2,43,43,7,REABASTECER
2018-5-28,Vila Mariana,-23.5895,-46.6346,22515,60,65,33,29,41,43,33,37,NORMAL
2018-7-18,Vila Mariana,-23.5895,-46.6346,21887,14,24,11,32,41,7,11,43,NORMAL
2019-8-8,São Judas,-23.6255,-46.6411,16722,14,29,65,23,11,6,8,9,NORMAL
2018-7-22,Vila Mariana,-23.5895,-46.6346,23381,63,65,55,11,27,38,32,26,NORMAL
2019-10-3,São Judas,-23.6255,-46.6411,17371,73,17,65,34,43,43,41,43,NORMAL
2019-10-15,São Judas,-23.6255,-46.6411,16248,37,13,36,40,33,12,34,38,NORMAL
2019-10-30,São Judas,-23.6255,-46.6411,15970,62,46,65,41,14,17,15,14,NORMAL
2018-4-3,Vila Mariana,-23.5895,-46.6346,23688,69,29,20,21,35,40,38,18,NORMAL
2018-7-20,Vila Mariana,-23.5895,-46.6346,22257,86,18,65,20,36,43,43,35,NORMAL
2019-2-24,São Judas,-23.6255,-46.6411,17432,77,35,50,4,19,21,7,22,NORMAL
2019-9-10,Vila Mariana,-23.5895,-46.6346,23148,45,1,65,33,15,37,21,38,REABASTECER
2019-9-23,Vila Mariana,-23.5895,-46.6346,21297,13,60,40,38,43,36,39,36,NORMAL
2019-6-7,São Judas,-23.6255,-46.6411,14815,86,51,12,9,8,27,29,43,NORMAL
2019-1-17,Vila Mariana,-23.5895,-46.6346,24663,61,50,44,43,19,15,11,38,NORMAL
2018-6-14,Brooklin,-23.6263,-46.6878,28597,74,40,4,38,37,21,35,4,REABASTECER
2019-8-16,Vila Mariana,-23.5895,-46.6346,24261,30,16,28,30,43,27,32,39,NORMAL
2018-2-21,Vila Mariana,-23.5895,-46.6346,22635,36,27,44,11,29,24,22,5,REABASTECER
2019-8-26,Vila Mariana,-23.5895,-46.6346,24647,17,19,24,32,38,7,33,5,NORMAL
2019-12-25,Vila Mariana,-23.5895,-46.6346,24461,44,31,9,12,43,12,7,23,REABASTECER
2019-1-16,Brooklin,-23.6263,-46.6878,26445,86,40,20,39,9,11,28,27,NORMAL
2018-1-23,Brooklin,-23.6263,-46.6878,28819,52,46,29,11,6,9,38,39,NORMAL
2019-3-18,Brooklin,-23.6263,-46.6878,29919,65,65,52,9,14,6,28,43,REABASTECER
2018-12-7,Vila Mariana,-23.5895,-46.6346,22383,18,41,47,19,43,14,41,25,NORMAL
2019-1-20,Vila Mariana,-23.5895,-46.6346,21563,37,36,27,36,8,43,43,27,NORMAL
2019-8-6,Brooklin,-23.6263,-46.6878,29195,7,13,65,17,43,43,29,19,REABASTECER
2018-10-3,Brooklin,-23.6263,-46.6878,27771,45,14,33,12,5,5,19,31,REABASTECER
2019-11-20,Brooklin,-23.6263,-46.6878,26185,32,55,28,25,8,25,5,43,REABASTECER
2018-12-24,Brooklin,-23.6263,-46.6878,27441,53,31,48,24,15,37,35,38,NORMAL
2018-1-12,Campo Belo,-23.6188,-46.6823,25831,59,58,60,43,37,13,2,5,NORMAL
2018-2-19,Campo Belo,-23.6188,-46.6823,24151,35,60,26,26,38,34,13,29,NORMAL
2019-4-16,Brooklin,-23.6263,-46.6878,28836,54,29,2,27,37,2,39,16,REABASTECER
2019-7-12,Brooklin,-23.6263,-46.6878,28717,65,23,36,42,11,43,41,35,NORMAL
2018-7-28,Brooklin,-23.6263,-46.6878,27064,76,36,28,28,5,29,26,37,NORMAL
2018-3-26,Campo Belo,-23.6188,-46.6823,24661,23,16,18,7,16,18,30,10,NORMAL
2019-4-16,Campo Belo,-23.6188,-46.6823,24044,41,57,37,5,20,39,9,10,NORMAL
2018-11-9,Brooklin,-23.6263,-46.6878,26328,54,34,23,20,24,26,43,43,NORMAL
2018-5-26,Campo Belo,-23.6188,-46.6823,26081,52,23,44,36,34,11,10,29,NORMAL
2019-11-1,Campo Belo,-23.6188,-46.6823,26801,86,65,65,39,41,20,7,24,NORMAL
2018-12-8,Campo Belo,-23.6188,-46.6823,23854,72,40,12,2,30,40,37,33,REABASTECER
2019-12-13,Campo Belo,-23.6188,-46.6823,26876,28,65,32,32,33,34,15,27,NORMAL
2019-9-29,Ana Rosa,-23.5813,-46.6383,63725,10,38,26,43,41,5,30,43,NORMAL
2018-2-11,São Judas,-23.6255,-46.6411,14592,50,38,54,17,8,43,43,38,NORMAL
2019-12-12,Ana Rosa,-23.5813,-46.6383,65519,14,49,14,35,2,43,25,36,NORMAL
2018-3-27,São Judas,-23.6255,-46.6411,15713,29,25,22,34,37,26,18,18,NORMAL
2018-4-28,São Joaquim,-23.5618,-46.6389,35056,79,65,41,43,4,34,5,13,REABASTECER
2019-10-24,São Joaquim,-23.5618,-46.6389,36107,64,7,29,16,10,15,43,5,NORMAL
2018-8-11,São Joaquim,-23.5618,-46.6389,35691,73,47,12,26,36,33,5,39,NORMAL
2018-1-20,São Judas,-23.6255,-46.6411,15978,86,21,65,35,9,26,2,4,REABASTECER
2019-2-6,São Judas,-23.6255,-46.6411,15193,78,65,39,27,11,35,39,3,NORMAL
2019-4-26,São Judas,-23.6255,-46.6411,15229,86,47,65,19,12,29,7,43,NORMAL
2018-6-2,São Judas,-23.6255,-46.6411,14451,14,8,17,7,40,16,19,10,NORMAL
2018-9-30,São Judas,-23.6255,-46.6411,14209,71,65,52,15,13,28,37,8,NORMAL
2018-10-13,São Judas,-23.6255,-46.6411,16602,23,40,24,10,4,22,29,38,NORMAL
2018-11-13,São Judas,-23.6255,-46.6411,14619,86,65,11,7,10,29,43,4,NORMAL
2019-6-26,São Joaquim,-23.5618,-46.6389,36304,73,26,44,10,22,18,19,23,NORMAL
2019-2-9,São Judas,-23.6255,-46.6411,15134,43,51,16,15,43,22,28,37,NORMAL
2019-11-24,São Joaquim,-23.5618,-46.6389,35466,50,29,14,14,30,38,39,9,NORMAL
2019-9-18,São Judas,-23.6255,-46.6411,15431,40,38,41,41,15,39,18,18,NORMAL
2019-12-5,São Judas,-23.6255,-46.6411,15017,70,32,30,36,12,41,4,43,REABASTECER
2019-12-25,São Judas,-23.6255,-46.6411,14837,45,59,24,9,16,40,14,43,NORMAL
2019-2-16,Vila Mariana,-23.5895,-46.6346,22154,55,13,46,15,24,37,25,8,NORMAL
2019-7-1,São Judas,-23.6255,-46.6411,15331,35,42,40,13,32,38,24,21,NORMAL
2019-5-2,Vila Mariana,-23.5895,-46.6346,24045,79,18,35,16,21,17,17,7,NORMAL
2018-5-17,Brooklin,-23.6263,-46.6878,28307,75,23,59,7,24,26,20,20,NORMAL
2019-10-3,Vila Mariana,-23.5895,-46.6346,24341,86,65,38,18,43,7,43,33,NORMAL
2019-11-4,Vila Mariana,-23.5895,-46.6346,22928,21,4,35,41,43,39,6,31,REABASTECER
2018-6-4,Vila Mariana,-23.5895,-46.6346,21121,10,31,61,16,20,24,9,12,REABASTECER
2019-2-19,Brooklin,-23.6263,-46.6878,26301,13,36,53,18,43,25,18,26,NORMAL
2018-3-3,Brooklin,-23.6263,-46.6878,29986,86,60,20,6,15,24,32,43,REABASTECER
2019-4-15,Brooklin,-23.6263,-46.6878,27311,64,39,10,30,43,7,43,20,NORMAL
2018-12-18,Vila Mariana,-23.5895,-46.6346,23640,86,41,42,36,43,24,37,21,NORMAL
2019-7-7,Brooklin,-23.6263,-46.6878,27569,33,55,65,10,32,21,15,12,NORMAL
2019-9-25,Brooklin,-23.6263,-46.6878,27539,45,14,20,43,17,9,6,38,REABASTECER
2019-4-3,Vila Mariana,-23.5895,-46.6346,22878,35,56,52,37,8,16,10,39,NORMAL
2019-9-15,Vila Mariana,-23.5895,-46.6346,22983,86,32,29,19,37,19,37,23,NORMAL
2018-5-1,Campo Belo,-23.6188,-46.6823,26588,18,59,21,18,11,6,25,6,REABASTECER
2019-11-13,Vila Mariana,-23.5895,-46.6346,23438,17,23,37,13,5,43,6,43,NORMAL
2018-8-13,Campo Belo,-23.6188,-46.6823,26002,64,11,36,30,30,21,33,27,NORMAL
2018-8-28,Campo Belo,-23.6188,-46.6823,25544,86,65,56,23,14,9,21,12,NORMAL
2018-9-9,Campo Belo,-23.6188,-46.6823,26519,55,22,52,41,19,14,21,13,NORMAL
2019-3-8,Campo Belo,-23.6188,-46.6823,26161,86,29,27,32,9,33,41,23,NORMAL
2019-5-2,Campo Belo,-23.6188,-46.6823,23629,58,15,65,43,13,27,33,34,NORMAL
2019-5-5,Campo Belo,-23.6188,-46.6823,26804,32,65,44,37,43,18,23,21,NORMAL
2019-5-21,Campo Belo,-23.6188,-46.6823,26729,59,50,55,25,20,16,2,8,REABASTECER
2018-12-24,Brooklin,-23.6263,-46.6878,27441,53,31,48,24,15,37,35,38,NORMAL
2018-9-16,Campo Belo,-23.6188,-46.6823,23121,76,53,8,27,32,33,39,30,NORMAL
2019-3-19,Brooklin,-23.6263,-46.6878,28421,54,61,46,9,12,43,25,37,NORMAL
2019-10-27,Campo Belo,-23.6188,-46.6823,24884,39,25,27,12,12,33,21,39,NORMAL
2019-12-9,Campo Belo,-23.6188,-46.6823,25408,69,30,55,4,9,9,29,43,NORMAL
2018-4-16,Brooklin,-23.6263,-46.6878,28958,33,5,25,7,22,28,29,15,NORMAL
2019-1-16,Vila Mariana,-23.5895,-46.6346,24930,68,59,49,3,24,19,13,43,NORMAL
2018-8-14,Brooklin,-23.6263,-46.6878,29069,10,65,46,23,21,23,43,17,REABASTECER
2018-9-29,Brooklin,-23.6263,-46.6878,26417,86,37,60,25,20,22,34,6,REABASTECER
2019-1-9,Brooklin,-23.6263,-46.6878,26293,67,15,65,15,37,32,14,18,NORMAL
2018-6-10,Campo Belo,-23.6188,-46.6823,23265,86,2,10,41,19,7,40,17,NORMAL
2019-11-19,Brooklin,-23.6263,-46.6878,27186,39,65,38,29,12,27,7,5,NORMAL
2018-6-3,Brooklin,-23.6263,-46.6878,28039,11,47,14,32,34,26,38,43,REABASTECER
2018-6-9,Brooklin,-23.6263,-46.6878,27395,41,9,32,12,15,43,13,24,REABASTECER
2018-6-19,Brooklin,-23.6263,-46.6878,28123,29,5,39,21,19,9,12,21,REABASTECER
2019-1-7,Campo Belo,-23.6188,-46.6823,26951,62,58,65,43,39,39,17,12,NORMAL
2018-11-30,Brooklin,-23.6263,-46.6878,27334,31,39,1,8,32,39,8,43,REABASTECER
2018-10-27,Campo Belo,-23.6188,-46.6823,25808,23,6,37,4,3,16,6,29,NORMAL
2019-5-13,Brooklin,-23.6263,-46.6878,29777,55,52,37,36,11,36,20,34,NORMAL
2018-10-6,Fradique Coutinho,-23.5661,-46.6841,35285,5,58,8,24,36,9,19,14,REABASTECER
2018-12-11,Luz,-23.5365,-46.6332,126945,79,32,11,17,5,22,28,15,REABASTECER
2018-1-27,Luz,-23.5365,-46.6332,124138,79,29,14,10,12,6,21,14,REABASTECER
2019-1-2,Fradique Coutinho,-23.5661,-46.6841,33471,21,53,49,38,5,27,18,9,NORMAL
2019-2-17,Fradique Coutinho,-23.5661,-46.6841,33040,64,65,65,24,39,9,11,36,NORMAL
2019-7-1,Luz,-23.5365,-46.6332,127542,49,61,33,36,32,12,18,43,NORMAL
2019-7-5,Luz,-23.5365,-46.6332,126823,2,34,8,26,15,43,43,28,REABASTECER
2019-9-8,Luz,-23.5365,-46.6332,126058,13,26,13,25,20,19,9,19,NORMAL
2019-10-14,Luz,-23.5365,-46.6332,125302,75,6,37,23,37,31,5,34,NORMAL
2019-10-30,Luz,-23.5365,-46.6332,126330,8,59,65,23,12,21,32,10,REABASTECER
2019-10-5,Fradique Coutinho,-23.5661,-46.6841,36712,86,18,56,34,40,24,6,43,REABASTECER
2018-2-9,Ana Rosa,-23.5813,-46.6383,66235,65,32,65,10,14,9,11,30,NORMAL
2018-3-20,Ana Rosa,-23.5813,-46.6383,63867,17,16,37,30,6,41,19,31,NORMAL
2019-7-19,Luz,-23.5365,-46.6332,125043,48,14,52,12,5,39,30,9,REABASTECER
2018-10-29,Luz,-23.5365,-46.6332,124519,65,16,47,27,39,19,24,24,NORMAL
2019-1-5,Ana Rosa,-23.5813,-46.6383,65512,32,58,39,26,11,42,13,11,NORMAL
2019-1-19,Luz,-23.5365,-46.6332,127152,53,55,4,32,24,19,16,21,REABASTECER
2018-6-11,Ana Rosa,-23.5813,-46.6383,64890,77,48,18,27,7,11,35,17,NORMAL
2019-10-5,Ana Rosa,-23.5813,-46.6383,63775,34,65,52,26,22,19,11,14,NORMAL
2019-10-18,Ana Rosa,-23.5813,-46.6383,64278,86,63,21,33,17,26,6,1,REABASTECER
2019-12-12,Ana Rosa,-23.5813,-46.6383,65519,14,49,14,35,2,43,25,36,NORMAL
2019-10-12,Luz,-23.5365,-46.6332,127169,5,17,54,28,4,39,16,43,NORMAL
2019-10-17,Luz,-23.5365,-46.6332,127778,44,56,17,18,23,22,38,21,NORMAL
2018-2-22,São Joaquim,-23.5618,-46.6389,34136,13,16,11,16,12,43,13,27,NORMAL
2018-4-5,São Joaquim,-23.5618,-46.6389,33623,34,5,61,31,19,31,6,22,REABASTECER
2018-1-23,Ana Rosa,-23.5813,-46.6383,65987,43,65,40,22,43,22,31,43,NORMAL
2018-6-29,São Joaquim,-23.5618,-46.6389,34641,71,48,36,30,23,6,32,11,REABASTECER
2019-9-1,Ana Rosa,-23.5813,-46.6383,63951,15,19,37,34,29,13,14,37,NORMAL
2019-4-8,São Joaquim,-23.5618,-46.6389,34830,40,31,0,35,29,40,32,15,NORMAL
2019-4-11,São Joaquim,-23.5618,-46.6389,34820,6,2,48,28,15,37,16,6,REABASTECER
2019-5-3,São Joaquim,-23.5618,-46.6389,35251,57,13,19,10,21,14,19,16,NORMAL
2019-6-15,São Joaquim,-23.5618,-46.6389,33705,9,18,65,41,23,43,19,18,REABASTECER
2019-9-16,São Joaquim,-23.5618,-46.6389,36382,86,52,57,17,37,37,29,3,NORMAL
2019-9-20,São Joaquim,-23.5618,-46.6389,34634,50,33,27,43,21,27,11,31,NORMAL
2019-10-24,Ana Rosa,-23.5813,-46.6383,67562,29,23,48,16,36,19,18,23,NORMAL
2019-4-12,São Joaquim,-23.5618,-46.6389,33407,86,65,39,28,12,34,14,43,NORMAL
2019-12-3,Ana Rosa,-23.5813,-46.6383,65893,20,35,14,18,39,25,23,29,NORMAL
2019-5-10,São Joaquim,-23.5618,-46.6389,35342,86,41,42,31,37,33,37,31,NORMAL
2018-2-16,São Joaquim,-23.5618,-46.6389,36552,60,63,56,33,32,24,38,2,REABASTECER
2018-10-1,São Judas,-23.6255,-46.6411,14530,58,57,48,14,8,24,35,3,REABASTECER
2018-8-19,São Joaquim,-23.5618,-46.6389,33060,86,9,19,43,4,43,17,13,NORMAL
2018-10-23,São Joaquim,-23.5618,-46.6389,35106,31,14,42,23,32,29,8,22,NORMAL
2018-11-8,São Joaquim,-23.5618,-46.6389,35227,65,55,65,10,9,17,43,43,NORMAL
2019-3-29,São Judas,-23.6255,-46.6411,17191,74,7,56,15,43,14,35,21,REABASTECER
2018-6-14,São Judas,-23.6255,-46.6411,16726,76,57,65,5,34,25,23,5,NORMAL
2019-2-28,São Joaquim,-23.5618,-46.6389,32820,8,65,41,21,25,18,36,6,REABASTECER
2019-10-9,São Judas,-23.6255,-46.6411,16004,17,42,14,19,21,26,14,17,NORMAL
2018-11-11,São Judas,-23.6255,-46.6411,15689,18,15,25,13,19,30,8,14,NORMAL
2019-7-12,São Joaquim,-23.5618,-46.6389,35773,11,57,56,13,9,13,35,6,NORMAL
2019-9-3,São Joaquim,-23.5618,-46.6389,35749,33,10,15,12,18,32,43,15,NORMAL
2018-1-19,Vila Mariana,-23.5895,-46.6346,21501,86,21,65,38,18,32,18,6,REABASTECER
2019-10-6,São Joaquim,-23.5618,-46.6389,33264,62,6,44,31,5,23,35,6,REABASTECER
2019-3-11,São Judas,-23.6255,-46.6411,15995,73,53,60,30,38,16,20,4,REABASTECER
2019-4-2,São Judas,-23.6255,-46.6411,14602,43,46,28,2,28,43,23,7,REABASTECER
2018-3-1,São Judas,-23.6255,-46.6411,15415,14,50,65,7,15,34,5,36,NORMAL
2018-10-12,São Judas,-23.6255,-46.6411,13643,35,46,33,16,8,28,35,43,NORMAL
2018-8-18,Vila Mariana,-23.5895,-46.6346,24938,70,47,65,16,11,38,10,21,NORMAL
2018-6-23,Tatuapé,-23.5402,-46.5765,69679,48,60,8,6,29,42,30,6,NORMAL
2018-8-10,Tatuapé,-23.5402,-46.5765,70939,21,14,18,15,43,25,13,11,NORMAL
2018-11-11,Tatuapé,-23.5402,-46.5765,67616,15,13,25,32,11,39,22,7,NORMAL
2018-2-25,Tatuapé,-23.5402,-46.5765,68227,61,59,9,29,36,40,33,43,NORMAL
2019-6-4,Barra Funda,-23.5542,-46.6707,148777,3,63,61,18,37,22,36,16,REABASTECER
2019-5-16,Tatuapé,-23.5402,-46.5765,67244,78,65,5,43,34,8,11,20,NORMAL
2018-8-26,Tatuapé,-23.5402,-46.5765,70537,37,65,35,12,25,13,29,31,NORMAL
2019-8-27,Tatuapé,-23.5402,-46.5765,69908,63,50,26,15,10,35,2,3,NORMAL
2019-9-18,Tatuapé,-23.5402,-46.5765,69443,45,38,18,4,11,28,43,5,NORMAL
2018-3-24,Tatuapé,-23.5402,-46.5765,67483,41,20,61,6,10,10,38,6,REABASTECER
2019-9-6,Tatuapé,-23.5402,-46.5765,69758,66,54,30,30,21,12,9,14,NORMAL
2019-3-7,República,-23.5436,-46.6434,108121,86,50,24,16,43,28,40,6,NORMAL
2019-7-22,Tatuapé,-23.5402,-46.5765,67857,33,58,60,13,30,17,13,7,NORMAL
2019-9-19,Tatuapé,-23.5402,-46.5765,70982,32,33,10,43,8,26,37,43,NORMAL
2018-9-24,República,-23.5436,-46.6434,107511,7,35,52,17,33,43,6,13,REABASTECER
2019-11-3,Tatuapé,-23.5402,-46.5765,69670,40,9,40,6,4,32,38,3,REABASTECER
2018-1-24,República,-23.5436,-46.6434,107873,51,42,46,23,33,20,36,41,NORMAL
2018-5-18,República,-23.5436,-46.6434,109513,49,53,47,43,8,22,31,6,REABASTECER
2018-6-5,Higienópolis-Mackenzie,-23.5488,-46.6519,90713,11,23,44,16,20,30,4,11,REABASTECER
2019-9-12,República,-23.5436,-46.6434,110958,44,21,51,33,25,10,14,25,NORMAL
2018-2-16,Higienópolis-Mackenzie,-23.5488,-46.6519,91689,66,59,6,32,39,17,33,25,NORMAL
2018-2-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91344,55,53,65,31,36,13,31,21,NORMAL
2019-3-17,República,-23.5436,-46.6434,109229,62,39,21,31,1,40,43,11,NORMAL
2019-3-28,República,-23.5436,-46.6434,107078,37,28,8,43,5,43,3,15,NORMAL
2019-3-18,Higienópolis-Mackenzie,-23.5488,-46.6519,93384,7,62,20,16,8,24,43,11,NORMAL
2019-3-26,Higienópolis-Mackenzie,-23.5488,-46.6519,91573,10,13,29,37,26,42,11,28,REABASTECER
2018-6-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93324,77,25,42,31,15,15,18,19,NORMAL
2018-6-29,Higienópolis-Mackenzie,-23.5488,-46.6519,90017,40,6,16,14,41,42,43,43,REABASTECER
2018-10-21,Higienópolis-Mackenzie,-23.5488,-46.6519,92190,28,26,22,29,39,19,37,31,NORMAL
2018-2-8,Faria Lima,-23.5675,-46.6929,51623,86,49,2,29,8,21,19,31,NORMAL
2018-4-15,Higienópolis-Mackenzie,-23.5488,-46.6519,92470,86,6,20,43,15,35,41,2,REABASTECER
2018-4-23,Higienópolis-Mackenzie,-23.5488,-46.6519,90274,86,23,30,22,21,12,6,9,REABASTECER
2018-6-2,Higienópolis-Mackenzie,-23.5488,-46.6519,91578,44,37,65,25,31,43,16,21,NORMAL
